filename, Center, Donut, Edge_Loc, Edge_Ring, Loc, Near_Full, Normal, Scratch
image_10800_png.rf.2c85398d46013a6a51c90957f6c2028d.jpg, 1, 0, 0, 0, 1, 0, 0, 0
image_17100_png.rf.103635a3c6e853afbb0939b6de79a4c7.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_28500_png.rf.1c6b1b99edabba07e524a2dd1b23eb50.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_300_png.rf.203ef43f2f6690f8ca7ca3434119620a.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_15900_png.rf.2be135cba3236e763392d6d525e0abd3.jpg, 0, 1, 0, 1, 0, 0, 0, 1
image_9600_png.rf.2ea143a79f35fce84b5911457d7499bc.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_33900_png.rf.1c45a7aad4a6bc39eaa3b22b3801d74c.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_23100_png.rf.10edf5d09a85682415667061d133d981.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_22200_png.rf.2816d5a489ddeebe0e50ee8ece3d2745.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_26400_png.rf.29f22818e04be2c9909c9c8e85af04bc.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_11400_png.rf.285f1a909f738af18353155d4199f831.jpg, 1, 0, 0, 0, 0, 0, 0, 1
image_37500_png.rf.111a5c71a174782c2a0c8854493a9960.jpg, 0, 0, 0, 0, 0, 0, 0, 1
image_32700_png.rf.2ee80f3d70d59bfb2aded9cfa5525e00.jpg, 0, 0, 0, 0, 1, 0, 0, 0
image_19800_png.rf.3a174d43b23964c45c546b038ce89e4b.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_27300_png.rf.371312d003e38eddf949ed6e996a6038.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_16500_png.rf.3324a6a3189c343daeda4f1b952c0e29.jpg, 0, 1, 0, 1, 0, 0, 0, 0
image_33600_png.rf.2f07e292557f1962f04188a3dc16d117.jpg, 0, 0, 0, 0, 0, 1, 0, 0
image_8400_png.rf.3593ef08e2ada5cc41c5a9a94b40b0e5.jpg, 1, 0, 0, 1, 1, 0, 0, 0
image_18900_png.rf.466f196f630fe02211b43c6b630c2fde.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_900_png.rf.44ea23d6e06ad35ae40c7ae3583d6130.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_22500_png.rf.3c0cf0040f4b617426cc2f1c78bd1b10.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_9000_png.rf.4515c8cd73d8e8149e090894c9546066.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_4200_png.rf.3cd54c85691fd8cecc1f8190179baddb.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_5100_png.rf.43940dc66d30a925124e846fd0d84853.jpg, 1, 0, 1, 0, 1, 0, 0, 1
image_23100_png.rf.3e545b39ac89dbbe2a2db50a754133eb.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_29100_png.rf.40890729659eb64264dab88ec1c8bdad.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_1200_png.rf.43f2a32540c5a95b206ba105ebbd05a3.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_27900_png.rf.46ea1f09f2594dc4dc1ab432929715cc.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_22800_png.rf.3a62f2663ec8369e195bf0ead42030b7.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_23400_png.rf.3717daa0059d72220a47a5db85fb3b6d.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_2100_png.rf.37169f0b0b0d0d8d7d4503bb891899a1.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_2400_png.rf.443034e7b22fc7b7ce944bfb53c4f89b.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_21300_png.rf.487a3bc40d00f8407bf9cb9417604a4d.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_32700_png.rf.4048cff116eceea30b4c44f39918f4f6.jpg, 0, 0, 0, 0, 1, 0, 0, 0
image_4200_png.rf.450987b76c56c18e00eaa8af84cd932b.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_21600_png.rf.47fb0e399e1dae633e21822dbafd5442.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_33900_png.rf.431ed366498b97cdad0ceb762b22ab53.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_17100_png.rf.4dd7d6c59f54975024f15741381f4f2a.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_23700_png.rf.48cf85194a008bd4c3ec7cb305e849d5.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_31500_png.rf.4bbc460a9a5235817de3fddcf4c10699.jpg, 0, 0, 0, 0, 1, 0, 0, 1
image_19200_png.rf.4352f76bbff7f4ce213c1c16dffc7d3f.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_27600_png.rf.3b239d1a636cf8c0ad8b019f4340588d.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_15900_png.rf.497ae65e31b7caf6234dc5c57df57319.jpg, 0, 1, 0, 1, 0, 0, 0, 1
image_9600_png.rf.49c07df94a2db494c8dc599cfe037def.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_3000_png.rf.49a3065862aba0879cf6a4f5ee29f8c5.jpg, 1, 0, 0, 1, 0, 0, 0, 1
image_24600_png.rf.53fde970d2e7fec90136c48771b7e2a0.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_12600_png.rf.54772801f7f9f03f2c9cf5111750ce7a.jpg, 1, 0, 0, 0, 0, 0, 0, 0
image_26400_png.rf.5dfded97df2ddc6a83341239f4acd1b2.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_1200_png.rf.48c0a921ecfc43511274489f21abc1ae.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_24300_png.rf.4eef06ef0841f17df9ec458fd266ec89.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_27900_png.rf.5c57e4816ed14104193ca589fa9a2bd9.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_4800_png.rf.504d0543527b9b36b6c463f34af7333d.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_16800_png.rf.4930bc5de96f4d06fccb075e9f5f04d6.jpg, 0, 1, 0, 1, 0, 0, 0, 0
image_15600_png.rf.54ab7f002146162894d3c4b5e6ac7ba2.jpg, 0, 1, 0, 1, 0, 0, 0, 1
image_23100_png.rf.595ee13aaf3b87b1a009090d4d23343c.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_2700_png.rf.4e7da7e7109a5ccf17b77803aa4221ae.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_18600_png.rf.51060e57f36be1a9ba08d902c9ab2999.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_28200_png.rf.5c809227129ca7d73ca4f5505acfffb6.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_34800_png.rf.4f85f4ba92d3aad93f6c3899521ed69c.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_10200_png.rf.5a21fe7914b259a38ee4a882c0e3dabb.jpg, 1, 0, 0, 0, 1, 0, 0, 0
image_14100_png.rf.639c64fc35c42457f100385e08a92c2f.jpg, 0, 1, 1, 0, 0, 0, 0, 0
image_19500_png.rf.4f16f02e92eb788bfffe867a08533926.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_36900_png.rf.5f51b9f45ecd453a470e79a80231ad98.jpg, 0, 0, 0, 1, 0, 0, 0, 1
image_21000_png.rf.544af0774095e5c2f98b5a20720c7512.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_3300_png.rf.5edac446d24dac28aa8a4cd17264ce5d.jpg, 1, 0, 0, 1, 0, 0, 0, 1
image_12600_png.rf.67e9da70a7eca96954cce42ef62de10b.jpg, 1, 0, 0, 0, 0, 0, 0, 0
image_14400_png.rf.656dd9bab2bd7a31bafae16d235a02ca.jpg, 0, 1, 1, 0, 0, 0, 0, 0
image_18900_png.rf.63b66e1286733944a3d5cc0586f35ba6.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_7800_png.rf.6832e0e930b61428e6913ba091cefee6.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_7500_png.rf.6be234109fdfa7520c7687f7e980e832.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_2700_png.rf.62d50ecec17dc9ada4d8e94379d15e7b.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_12000_png.rf.7118c23a7f9adc80eda8e942ba3d66f1.jpg, 1, 0, 0, 0, 0, 0, 0, 0
image_23700_png.rf.65c7994868b666f00c1df061d7050c57.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_31500_png.rf.7170ffe6852e651e6579b738ab6bc5a8.jpg, 0, 0, 0, 0, 1, 0, 0, 1
image_10200_png.rf.73f9cf7f48b11a1f30692e68967b7348.jpg, 1, 0, 0, 0, 1, 0, 0, 0
image_24300_png.rf.6ac0fe9a12b57f1c3c53d5d0bf4c6857.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_28200_png.rf.70ab867f319550cdca1e8a9611662d1f.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_19200_png.rf.744e6906a6e935ad91e1534970cd8395.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_31500_png.rf.7382b6fdf63e1eca7f13906cba9a3e40.jpg, 0, 0, 0, 0, 1, 0, 0, 1
image_36900_png.rf.6fdc507252065db2a4833fa8c324cef7.jpg, 0, 0, 0, 1, 0, 0, 0, 1
image_34200_png.rf.7b035638c2f436537200bdc6d7d5075b.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_17700_png.rf.7e94289487e24463d8e676ef2fec6e53.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_14400_png.rf.77db706907a5ec3e6386f71bb8a676a2.jpg, 0, 1, 1, 0, 0, 0, 0, 0
image_11700_png.rf.78a5c0135723d9b56b3d38ce902dad35.jpg, 1, 0, 0, 0, 0, 0, 0, 1
image_3000_png.rf.77f8521f4779c127cc92c7e690882e25.jpg, 1, 0, 0, 1, 0, 0, 0, 1
image_28500_png.rf.7c4c54a7f3538d4c31db5988d03775b8.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_17700_png.rf.7bd9697782c7cceb7ba88b1f225102d9.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_20100_png.rf.7d66e536d33a1f98cca2304b09bd40bc.jpg, 0, 1, 0, 1, 1, 0, 0, 0
image_24300_png.rf.70910fea23c8cf3e247bf7e342cb669c.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_8400_png.rf.7c8579b8825cb342cd4e24b9145074d1.jpg, 1, 0, 0, 1, 1, 0, 0, 0
image_30600_png.rf.7ee88f6df8cd8ae3f7520b8800a51f29.jpg, 0, 0, 0, 1, 1, 0, 0, 0
image_30600_png.rf.8271661a0ca2f21fc2d41adf82f804b9.jpg, 0, 0, 0, 1, 1, 0, 0, 0
image_34500_png.rf.77f08da3cdfba6020a0745faf6a18268.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_9000_png.rf.7df75e4fa7d0979ff9e804f74e6b10e9.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_28800_png.rf.8220e611ec033f241808ae4dca299c3d.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_24000_png.rf.88c81badeffe407187f3825aa535b40f.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_24000_png.rf.7858326a16f4ddaf77720100634fd8ee.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_28800_png.rf.7a00e93ec60f830708b690c5c2c0234c.jpg, 0, 0, 1, 0, 1, 0, 0, 0
image_24900_png.rf.7fda5dba3eb00e2fe14f63c05b03dd6c.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_21900_png.rf.861f6d4af47aa3601c02cd9e35aafc26.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_5100_png.rf.8273e3e78b49697be322ecfe0d83ed09.jpg, 1, 0, 1, 0, 1, 0, 0, 1
image_11700_png.rf.843fd7df4c512decd501211c6dcc969d.jpg, 1, 0, 0, 0, 0, 0, 0, 1
image_16800_png.rf.9765a3710f556c38529af48e1504b082.jpg, 0, 1, 0, 1, 0, 0, 0, 0
image_20100_png.rf.8b35ff30f8506bedf7de58d009575105.jpg, 0, 1, 0, 1, 1, 0, 0, 0
image_12600_png.rf.8ba26649a6d17be88a1608e1dfd8c158.jpg, 1, 0, 0, 0, 0, 0, 0, 0
image_20700_png.rf.7fc12b67282cdeea98cb9e3f6eea847e.jpg, 0, 1, 0, 1, 1, 0, 0, 0
image_18600_png.rf.81bc604aab0283e9659d277a00be7621.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_18000_png.rf.91547b3942e1f0da2a9b22fb2358f839.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_26700_png.rf.8295ffa59bce1e1b623fde256c5c6d4b.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_19500_png.rf.806f38a2b11f02a09bc61ba41794efd2.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_21300_png.rf.9d679fe72d06455d17bdc86f31bd7da0.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_7800_png.rf.928149483e7003f18aff5532326969ef.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_6000_png.rf.8e40de7d8b6c05682fa12df4213b70d0.jpg, 1, 0, 1, 0, 1, 0, 0, 0
image_23700_png.rf.8d9adeb35017089b3ec8029ba2020327.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_22200_png.rf.9b108ebd011474b0dc4dc5d0bff28a35.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_34800_png.rf.a1546bf34eeae10cce51adbee7a15b41.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_24600_png.rf.90a2312411a68ac3a0f047f276105f34.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_9900_png.rf.9d07dcc8b8bd05a57b8a7c8029828e66.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_26100_png.rf.a12c3821e081de9a225dd5640b50df34.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_4800_png.rf.ac9773d10d701c7db594b6c922e6121b.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_1200_png.rf.a1a6bc3856ac73d00c437e88e8f82c56.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_19800_png.rf.a5a8651e790fdf85a024d439de953d2c.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_4200_png.rf.a63156b315fd57672367e995d234b82e.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_29700_png.rf.a94cf66ea8ce30ef6f6c0f2331ef2fba.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_34800_png.rf.a25b5cbb0e5bfdc06a5f382a643b997a.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_4800_png.rf.a8eec4c933d5b2e723c14128c0923bbb.jpg, 1, 0, 0, 1, 0, 0, 0, 0
image_600_png.rf.9ec64b5a6223788d6149b81481d06a5d.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_21900_png.rf.af833b7a789c125469706cc8ef9c2800.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_29100_png.rf.a2c79930d48ea8157c08dfb5bd3c4b16.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_23400_png.rf.ad1999a6848210ab1955537c3aeecd25.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_24600_png.rf.aedf151d854d4f9ef56e7ff623e0c168.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_11700_png.rf.af54dd125687a12365ebf4e075ce1d98.jpg, 1, 0, 0, 0, 0, 0, 0, 1
image_27600_png.rf.b456253d2d0cac06bbf944deaa5a0079.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_26100_png.rf.b0091135f20af19cefc417dc88b4ed1c.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_9600_png.rf.b09088c4b435cc91967a5d65f4d446b3.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_29700_png.rf.b30a192875ecaa7805450abc262055bc.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_2400_png.rf.8fb98ba9256bd5ccc1089b9eff1e44a5.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_27900_png.rf.b1198e37bd3466ace3652b1f981d46d7.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_9900_png.rf.b124f98043356e9e3657e6d7726190a7.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_29400_png.rf.adf598487c3def3a4f5e9c5882f96f8e.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_16500_png.rf.b448f48925ef0c95d376d2eeb07d3da1.jpg, 0, 1, 0, 1, 0, 0, 0, 0
image_34500_png.rf.b01546690cd3245f87e85ed4a47ae83a.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_19800_png.rf.b87b82405da4618cfa2a3d1541ea1619.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_30300_png.rf.af4e430ab4c4f43d83aaac8ce7b15810.jpg, 0, 0, 0, 1, 1, 0, 0, 0
image_33000_png.rf.ba50dc6cffd61eeeef05423ece9fa3e6.jpg, 0, 0, 0, 0, 0, 1, 0, 0
image_9300_png.rf.afb3ded2e6b6fdbd43e43ef091100478.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_15300_png.rf.b9f6248029f3880ecc2cadd3076f819e.jpg, 0, 1, 0, 1, 0, 0, 0, 1
image_33000_png.rf.b89890d3d12da6d42420ebe5929df4aa.jpg, 0, 0, 0, 0, 0, 1, 0, 0
image_37500_png.rf.b58e05bee6e14c4be272c44153ce1939.jpg, 0, 0, 0, 0, 0, 0, 0, 1
image_37800_png.rf.bacabcd0de7801ee9304998f842d7ec6.jpg, 0, 0, 0, 0, 0, 0, 0, 1
image_27600_png.rf.baa7d27eabbe2b9ce020e3036789ffc2.jpg, 0, 0, 1, 0, 1, 0, 0, 1
image_12000_png.rf.c16068a4c474458f05f1fad453f8ba54.jpg, 1, 0, 0, 0, 0, 0, 0, 0
image_26700_png.rf.c47523e8e07541122212688d8fa64145.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_25500_png.rf.b343142a961e85178e74016e04eebda7.jpg, 0, 0, 1, 0, 0, 0, 0, 0
image_33600_png.rf.bb9ce269256ccf95816c3ea562a15aaf.jpg, 0, 0, 0, 0, 0, 1, 0, 0
image_6000_png.rf.b1779af5c2954737204d4972c1b8dc4d.jpg, 1, 0, 1, 0, 1, 0, 0, 0
image_18300_png.rf.bf5d6de7a3755dcebc1762eb34c45c99.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_30300_png.rf.c36cca485b66de386706bb2393e755a9.jpg, 0, 0, 0, 1, 1, 0, 0, 0
image_25500_png.rf.c11ed2a63f91a90fbc3a44a805ed48a4.jpg, 0, 0, 1, 0, 0, 0, 0, 0
image_26400_png.rf.c54e692a3241f452abc2581e09d43c80.jpg, 0, 0, 0, 1, 0, 0, 0, 0
image_7500_png.rf.be3341426be1720813a36f312205d9f4.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_29400_png.rf.c589755f81d3ee89df98b404831f2d58.jpg, 0, 0, 0, 1, 1, 0, 0, 1
image_24900_png.rf.c5807f2b4f2e351d3f3e84d34592acf6.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_1800_png.rf.c71f043446a0e195949c98d23d486b40.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_23400_png.rf.c24769351dc0d4cb2b86f54d0740ecbe.jpg, 0, 1, 0, 0, 0, 0, 0, 1
image_21900_png.rf.c28aa0a716b34a4399bd5169404730b8.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_37800_png.rf.c5b12dd529ab426c938994e8c5942978.jpg, 0, 0, 0, 0, 0, 0, 0, 1
image_24900_png.rf.caaef86536b2beb0404ccc271bf9c4f6.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_18300_png.rf.c73cd998f4357ca386cd89dd685dbb03.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_17700_png.rf.c78700626d89afaaf4fd26f8993aa984.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_32100_png.rf.cc474387ce1de98c967b7a4a61b328c7.jpg, 0, 0, 0, 0, 1, 0, 0, 0
image_300_png.rf.d1f9a1fe56e2f38287565a595e2b4eac.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_18000_png.rf.d01fb0cd3fe6fa20567e2e0d39b3263b.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_22200_png.rf.c67c4d3cd52c1cc67a51078aba79cf02.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_20700_png.rf.c603747b21df1891899fb924800ac268.jpg, 0, 1, 0, 1, 1, 0, 0, 0
image_7200_png.rf.cb23c56b77bb8ea178b5ef33751c84fb.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_32100_png.rf.c74949fef81f76b8f2f43d7debb6e7bb.jpg, 0, 0, 0, 0, 1, 0, 0, 0
image_2700_png.rf.c5232d1236c65e31956846310ad7c8fc.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_15900_png.rf.d001d96a44e2d49ac30e58ec10906d99.jpg, 0, 1, 0, 1, 0, 0, 0, 1
image_24000_png.rf.d5d4efb8f50522f89e904efd25a409a1.jpg, 0, 1, 0, 0, 0, 0, 0, 0
image_33600_png.rf.cca667a322e3e7f9fa1bb02ceeebc91c.jpg, 0, 0, 0, 0, 0, 1, 0, 0
image_9300_png.rf.d373701cdad9ddcc048620ebc3ec3709.jpg, 1, 0, 0, 0, 1, 0, 0, 1
image_900_png.rf.d46b25f1e5e9731e1e25256191e9013a.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_22800_png.rf.e2b6f38c251f92bca817259742afa3fb.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_7200_png.rf.d412452b57c2fdf979636ea3dc636037.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_600_png.rf.da710e2f57e352de6f1a32c85dc8cab3.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_36600_png.rf.dc91a41e3631c759663848290584df0c.jpg, 0, 0, 0, 1, 0, 0, 0, 1
image_7500_png.rf.d72bbd3491014546351c6b4a5ace8e3b.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_36900_png.rf.d06932a9a441e28b3a27924c7c27c2f4.jpg, 0, 0, 0, 1, 0, 0, 0, 1
image_900_png.rf.d74963ace284bc4cca063fdef88837db.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_19200_png.rf.e7bbfd9565f85f048b9302ca22f96b7f.jpg, 0, 1, 0, 1, 1, 0, 0, 1
image_14400_png.rf.dca3a4e8570fccd3a4417f9986aea779.jpg, 0, 1, 1, 0, 0, 0, 0, 0
image_11400_png.rf.f0d9add3ef2278daa784669e5089aa4f.jpg, 1, 0, 0, 0, 0, 0, 0, 1
image_15600_png.rf.f1e7ac4f5191303abcad3e2f82b1997d.jpg, 0, 1, 0, 1, 0, 0, 0, 1
